,correct_name,dec,dir_name,file_name,fits_dec,fits_ra,group,object,ra,wrong_name
1136,Cyg X-1,35.1957777778,cygX-1,nk240012.fits,35:11:44.8,19:58:16.5,8,Cyg X-1,299.56875,
1137,Cyg X-1,35.1956944444,cygX-1,nk240013.fits,35:11:44.5,19:58:16.8,8,Cyg X-1,299.57,
1138,Cyg X-1,35.1928055556,cygX-1,qg060028.fits,35:11:34.1,19:58:19.6,8,Cyg X-1,299.581666667,
1139,Cyg X-1,35.2015833333,cygX-1,rd240027.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1140,Cyg X-1,35.1829444444,cygX-1,re060022.fits,+35:10:58.60,19:58:21.913,8,Cyg X-1,299.591304167,
1141,Cyg X-1,35.2207777778,cygX-1,re060041.fits,+35:13:14.80,19:58:26.127,8,Cyg X-1,299.6088625,
1142,Cyg X-1,35.2015833333,cygX-1,rf020040.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1143,Cyg X-1,35.2015833333,cygX-1,ri090054.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1144,Cyg X-1,35.2015833333,cygX-1,sh140026.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1145,Cyg X-1,35.2015833333,cygX-1,td260024.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1146,Cyg X-1,35.2015833333,cygX-1,ti170020.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1147,Cyg X-1,35.2015833333,cygX-1,tj080017.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1148,Cyg X-1,35.2015833333,cygX-1,uj210009.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1149,Cyg X-1,35.2015833333,cygX-1,uj210011.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1150,Cyg X-1,35.2015833333,cygX-1,uj220012.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1151,Cyg X-1,35.2015833333,cygX-1,uj220014.fits,+35:12:05.70,19:58:21.680,8,Cyg X-1,299.590333333,
1152,Cyg X1,35.2098055556,cygX-1,mh050035.fits,35:12:35.3,19:58:28.3,8,Cyg X1,299.617916667,
1153,Cyg X1,35.2097777778,cygX-1,mh050036.fits,35:12:35.2,19:58:28.6,8,Cyg X1,299.619166667,
1154,Cyg X1,35.2015833333,cygX-1,ue050010.fits,+35:12:05.70,19:58:21.680,8,Cyg X1,299.590333333,
1155,CygX-1,35.2094166667,cygX-1,mg140015.fits,35:12:33.9,19:58:22.9,8,CygX-1,299.595416667,
1156,CygX-1,35.2015833333,cygX-1,uj210002.fits,+35:12:05.70,19:58:21.680,8,CygX-1,299.590333333,
1157,CygX-1,35.2015833333,cygX-1,uj210004.fits,+35:12:05.70,19:58:21.680,8,CygX-1,299.590333333,
1158,CygX1,35.2015833333,cygX-1,uk120027.fits,+35:12:05.70,19:58:21.680,8,CygX1,299.590333333,
1159,CygX1,35.2015833333,cygX-1,uk120039.fits,+35:12:05.70,19:58:21.680,8,CygX1,299.590333333,
1160,CygX1,35.2015833333,cygX-1,uk130034.fits,+35:12:05.70,19:58:21.680,8,CygX1,299.590333333,
1161,CygX1,35.2015833333,cygX-1,uk130046.fits,+35:12:05.70,19:58:21.680,8,CygX1,299.590333333,
1162,CygX1,35.2015833333,cygX-1,ul100018.fits,+35:12:05.70,19:58:21.680,8,CygX1,299.590333333,
1163,DI Her,24.278,diher,re290021.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1164,DI Her,24.278,diher,sd020040.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1165,DI Her,24.278,diher,sg190029.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1166,DI Her,24.278,diher,sg220025.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1167,DI Her,24.278,diher,sh200010.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1168,DI Her,24.278,diher,sh270010.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1169,DI Her,24.278,diher,sj070035.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1170,DI Her,24.278,diher,uc210043.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1171,DI Her,24.278,diher,ud090032.fits,+24:16:40.80,18:53:26.240,8,DI Her,283.359333333,
1172,DN UMa,46.4768333333,dnuma,tc180026.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1173,DN UMa,46.4768333333,dnuma,tc240028.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1174,DN UMa,46.4768333333,dnuma,tc240048.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1175,DN UMa,46.4768333333,dnuma,td020055.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1176,DN UMa,46.4768333333,dnuma,td020058.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1177,DN UMa,46.4768333333,dnuma,td030011.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1178,DN UMa,46.4768333333,dnuma,td030015.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1179,DN UMa,46.4768333333,dnuma,td030016.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1180,DN UMa,46.4768333333,dnuma,td030018.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1181,DN UMa,46.4768333333,dnuma,td030019.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1182,DN UMa,46.4768333333,dnuma,td030041.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1183,DN UMa,46.4768333333,dnuma,td060027.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1184,DN UMa,46.4768333333,dnuma,td060028.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1185,DN UMa,46.4768333333,dnuma,td060030.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1186,DN UMa,46.4768333333,dnuma,td060031.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1187,DN UMa,46.4768333333,dnuma,td080019.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1188,DN UMa,46.4768333333,dnuma,td090008.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1189,DN UMa,46.4768333333,dnuma,td290010.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1190,DN UMa,46.4768333333,dnuma,td290012.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1191,DN UMa,46.4768333333,dnuma,tf100012.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1192,DN UMa,46.4768333333,dnuma,tf240007.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1193,DN UMa,46.4768333333,dnuma,tg030013.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1194,DN UMa,46.4768333333,dnuma,tg130014.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1195,DN UMa,46.4768333333,dnuma,tg140012.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1196,DN UMa,46.4768333333,dnuma,tg200037.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1197,DN UMa,46.4768333333,dnuma,tg210040.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1198,DN UMa,46.4768333333,dnuma,tg210042.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1199,DN UMa,46.4768333333,dnuma,ub090057.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1200,DN UMa,46.4768333333,dnuma,ub230047.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1201,DN UMa,46.4768333333,dnuma,ub250051.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1202,DN UMa,46.4768333333,dnuma,uc210029.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1203,DN UMa,46.4768333333,dnuma,uc230049.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1204,DN UMa,46.4768333333,dnuma,ud090017.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1205,DN UMa,46.4768333333,dnuma,ud120015.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1206,DN UMa,46.4768333333,dnuma,ud120016.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1207,DN UMa,46.4768333333,dnuma,ud200034.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1208,DN UMa,46.4768333333,dnuma,ue010023.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1209,DN UMa,46.4768333333,dnuma,ue080029.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1210,DN UMa,46.4768333333,dnuma,ue100016.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1211,DN UMa,46.4768333333,dnuma,ue180026.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1212,DN UMa,46.4768333333,dnuma,va290056.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1213,DN UMa,46.4768333333,dnuma,vb100048.fits,+46:28:36.60,11:55:05.747,5,DN UMa,178.773945833,
1214,DN Uma,46.4768333333,dnuma,tf160021.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1215,DN Uma,46.4768333333,dnuma,ub260054.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1216,DN Uma,46.4768333333,dnuma,ub260066.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1217,DN Uma,46.4768333333,dnuma,ue070017.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1218,DN Uma,46.4768333333,dnuma,ug270029.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1219,DN Uma,46.4768333333,dnuma,vb010043.fits,+46:28:36.60,11:55:05.747,5,DN Uma,178.773945833,
1220,   DN UMa,46.4768333333,dnuma,tg070012.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1221,   DN UMa,46.4768333333,dnuma,tg080013.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1222,   DN UMa,46.4768333333,dnuma,tg270012.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1223,   DN UMa,46.4768333333,dnuma,th160012.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1224,   DN UMa,46.4768333333,dnuma,uc010014.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1225,   DN UMa,46.4768333333,dnuma,uc010043.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1226,   DN UMa,46.4768333333,dnuma,uc020038.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1227,   DN UMa,46.4768333333,dnuma,ud190018.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1228,   DN UMa,46.4768333333,dnuma,ud190041.fits,+46:28:36.60,11:55:05.747,5,DNUMa,178.773945833,DNUMa
1229,DR Vul,26.7512777778,drvul,mi170013.fits,26:45:04.6,20:14:00.8,5,DR Vul,303.503333333,
1230,DR Vul,26.7513333333,drvul,mi170014.fits,26:45:04.8,20:14:00.8,5,DR Vul,303.503333333,
1231,DR Vul,26.7710277778,drvul,ne190060.fits,26:46:15.7,20:13:39.8,5,DR Vul,303.415833333,
1232,DR Vul,26.7712777778,drvul,ne190061.fits,26:46:16.6,20:13:40.0,5,DR Vul,303.416666667,
1233,DR Vul,26.7861111111,drvul,pj180012.fits,26:47:10.0,20:14:00.4,5,DR Vul,303.501666667,
1234,DR Vul,26.7828055556,drvul,qd120036.fits,26:46:58.1,20:13:59.3,5,DR Vul,303.497083333,
1235,DR Vul,26.7613888889,drvul,qf140023.fits,26:45:41.0,20:13:44.5,5,DR Vul,303.435416667,
1236,DR Vul,26.7497222222,drvul,qi130017.fits,26:44:59.0,20:13:50.0,5,DR Vul,303.458333333,
1237,DR Vul,26.7504166667,drvul,ri180014.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1238,DR Vul,26.7504166667,drvul,rj230010.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1239,DR Vul,26.7504166667,drvul,sh200024.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1240,DR Vul,26.7504166667,drvul,sh270024.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1241,DR Vul,26.7504166667,drvul,si190016.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1242,DR Vul,26.7504166667,drvul,si220007.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1243,DR Vul,26.7504166667,drvul,tf100020.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1244,DR Vul,26.7504166667,drvul,tg140014.fits,+26:45:01.50,20:13:46.847,5,DR Vul,303.445195833,
1245,   DR Vul,26.7504166667,drvul,tg270024.fits,+26:45:01.50,20:13:46.847,5,DRVul,303.445195833,DRVul
1246,Del Ori,0.280583333333,delori,mk130033.fits,-0:16:50.1,5:31:48.5,8,Del Ori,82.9520833333,
1247,Del Ori,0.2805,delori,mk130034.fits,-0:16:49.8,5:31:48.6,8,Del Ori,82.9525,
1248,Del Ori,0.295777777778,delori,nc210019.fits,-0:17:44.8,5:32:18.0,8,Del Ori,83.075,
1249,Draobject CX Dra,52.9739166667,cxdra,pj200017.fits,52:58:26.1,18:46:05.8,8,Draobject CX Dra,281.524166667,
1250,EE Cep,55.7446666667,eecep,nd220046.fits,55:44:40.8,22:09:50.6,8,EE Cep,332.460833333,
1251,EE Cep,55.74375,eecep,ng300038.fits,55:44:37.5,22:09:39.3,8,EE Cep,332.41375,
1252,EE Cep,55.7566944444,eecep,qd140037.fits,55:45:24.1,22:09:22.76,8,EE Cep,332.344833333,
1253,EE Cep,55.7566944444,eecep,qd140039.fits,55:45:24.1,22:09:22.76,8,EE Cep,332.344833333,
1254,EE Cep,55.7566944444,eecep,rg010026.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1255,EE Cep,55.7566944444,eecep,rg010027.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1256,EE Cep,55.7566944444,eecep,rh270032.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1257,EE Cep,55.7566944444,eecep,rh270034.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1258,EE Cep,55.7566944444,eecep,rh270036.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1259,EE Cep,55.7566944444,eecep,rj130015.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1260,EE Cep,55.7566944444,eecep,rk030014.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1261,EE Cep,55.7566944444,eecep,rl030012.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1262,EE Cep,55.7566944444,eecep,sg050016.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1263,EE Cep,55.7566944444,eecep,sg050018.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1264,EE Cep,55.7566944444,eecep,sh240019.fits,+55:45:24.10,22:09:22.760,8,EE Cep,332.344833333,
1265,EE Dra,69.5313055556,eedra,sh200016.fits,+69:31:52.70,18:58:52.600,0,EE Dra,284.719166667,
1266,EM  Cep,62.6144166667,emcep,uh220033.fits,+62:36:51.90,21:53:48.100,8,EM  Cep,328.450416667,
1267,EM Cep,62.6291111111,emcep,mi070007.fits,62:37:44.8,21:53:52.2,8,EM Cep,328.4675,
1268,EM Cep,62.6290277778,emcep,mi070008.fits,62:37:44.5,21:53:52.4,8,EM Cep,328.468333333,
1269,EM Cep,62.6264722222,emcep,mi070028.fits,62:37:35.3,21:53:51.7,8,EM Cep,328.465416667,
1270,EM Cep,62.5991388889,emcep,mi150028.fits,62:35:56.9,21:54:27.4,8,EM Cep,328.614166667,
1271,EM Cep,62.6204166667,emcep,mi150038.fits,62:37:13.5,21:54:15.3,8,EM Cep,328.56375,
1272,EM Cep,62.6076944444,emcep,mi170020.fits,62:36:27.7,21:54:26.2,8,EM Cep,328.609166667,
1273,EM Cep,62.6050555556,emcep,mi170032.fits,62:36:18.2,21:54:33.7,8,EM Cep,328.640416667,
1274,EM Cep,62.6168888889,emcep,mj280005.fits,62:37:00.8,21:54:09.6,8,EM Cep,328.54,
1275,EM Cep,62.61675,emcep,mj280006.fits,62:37:00.3,21:54:09.9,8,EM Cep,328.54125,
1276,EM Cep,62.6241666667,emcep,mk110035.fits,62:37:27.0,21:54:21.8,8,EM Cep,328.590833333,
1277,EM Cep,62.6250277778,emcep,mk110036.fits,62:37:30.1,21:54:22.1,8,EM Cep,328.592083333,
1278,EM Cep,62.6262222222,emcep,nh310023.fits,62:37:34.4,21:54:14.6,8,EM Cep,328.560833333,
1279,EM Cep,62.6032222222,emcep,ni100039.fits,62:36:11.6,21:54:25.1,8,EM Cep,328.604583333,
1280,EM Cep,62.61025,emcep,ni150014.fits,62:36:36.9,21:54:14.7,8,EM Cep,328.56125,
1281,EM Cep,62.6089722222,emcep,oc310040.fits,62:36:32.3,21:54:04.8,8,EM Cep,328.52,
1282,EM Cep,62.6291666667,emcep,og170042.fits,62:37:45.0,21:54:16.4,8,EM Cep,328.568333333,
1283,EM Cep,62.6512222222,emcep,pd250038.fits,62:39:04.4,21:52:27.2,8,EM Cep,328.113333333,
1284,EM Cep,62.6514444444,emcep,pd250039.fits,62:39:05.2,21:52:27.1,8,EM Cep,328.112916667,
1285,EM Cep,62.6483888889,emcep,pe020015.fits,62:38:54.2,21:52:24.0,8,EM Cep,328.1,
1286,EM Cep,62.6462777778,emcep,pf100030.fits,62:38:46.6,21:54:09.1,8,EM Cep,328.537916667,
1287,EM Cep,62.6453055556,emcep,pf110019.fits,62:38:43.1,21:53:57.9,8,EM Cep,328.49125,
1288,EM Cep,62.6287222222,emcep,pf120010.fits,62:37:43.4,21:54:13.7,8,EM Cep,328.557083333,
1289,EM Cep,62.6418888889,emcep,pf140020.fits,62:38:30.8,21:54:16.7,8,EM Cep,328.569583333,
1290,EM Cep,62.6393611111,emcep,pg260032.fits,62:38:21.7,21:54:14.3,8,EM Cep,328.559583333,
1291,EM Cep,62.6394166667,emcep,ph150025.fits,62:38:21.9,21:54:19.7,8,EM Cep,328.582083333,
1292,EM Cep,62.6376388889,emcep,pi110024.fits,62:38:15.5,21:54:16.7,8,EM Cep,328.569583333,
1293,EM Cep,62.6358055556,emcep,pi120031.fits,62:38:08.9,21:54:16.3,8,EM Cep,328.567916667,
1294,EM Cep,62.6459444444,emcep,pi140045.fits,62:38:45.4,21:54:31.4,8,EM Cep,328.630833333,
1295,EM Cep,62.6508888889,emcep,pi210029.fits,62:39:03.2,21:54:16.8,8,EM Cep,328.57,
1296,EM Cep,62.6523611111,emcep,pi220021.fits,62:39:08.5,21:54:17.1,8,EM Cep,328.57125,
1297,EM Cep,62.6533888889,emcep,pi220029.fits,62:39:12.2,21:54:21.4,8,EM Cep,328.589166667,
1298,EM Cep,62.6144166667,emcep,pi240041.fits,62:36:51.9,21:53:48.1,8,EM Cep,328.450416667,
1299,EM Cep,62.6144166667,emcep,pi250039.fits,62:36:51.9,21:53:48.1,8,EM Cep,328.450416667,
1300,EM Cep,62.6552222222,emcep,pi260025.fits,62:39:18.8,21:54:20.2,8,EM Cep,328.584166667,
1301,EM Cep,62.6164444444,emcep,pj090011.fits,62:36:59.2,21:54:31.8,8,EM Cep,328.6325,
1302,EM Cep,62.6164444444,emcep,pj090012.fits,62:36:59.2,21:54:32.9,8,EM Cep,328.637083333,
1303,EM Cep,62.6158333333,emcep,pj100021.fits,62:36:57.0,21:54:33.8,8,EM Cep,328.640833333,
1304,EM Cep,62.6009444444,emcep,pj160025.fits,62:36:03.4,21:54:24.3,8,EM Cep,328.60125,
1305,EM Cep,62.6140277778,emcep,pj190016.fits,62:36:50.5,21:53:49.1,8,EM Cep,328.454583333,
1306,EM Cep,62.6250277778,emcep,pj200020.fits,62:37:30.1,21:53:21.8,8,EM Cep,328.340833333,
1307,EM Cep,62.6246111111,emcep,pj200022.fits,62:37:28.6,21:53:23.9,8,EM Cep,328.349583333,
1308,EM Cep,62.6556666667,emcep,pk070012.fits,62:39:20.4,21:54:11.1,8,EM Cep,328.54625,
1309,EM Cep,62.6686111111,emcep,qc120037.fits,62:40:07.0,21:53:58.3,8,EM Cep,328.492916667,
1310,EM Cep,62.6749444444,emcep,qd160015.fits,62:40:29.8,21:54:29.1,8,EM Cep,328.62125,
1311,EM Cep,62.6144166667,emcep,rg280029.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1312,EM Cep,62.6144166667,emcep,ri080020.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1313,EM Cep,62.6144166667,emcep,sh070014.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1314,EM Cep,62.6144166667,emcep,sh140042.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1315,EM Cep,62.6144166667,emcep,tc220033.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1316,EM Cep,62.6144166667,emcep,tj110038.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1317,EM Cep,62.6144166667,emcep,ui010028.fits,+62:36:51.90,21:53:48.100,8,EM Cep,328.450416667,
1318,EN Lac,41.6415555556,enlac,md140048.fits,41:38:29.6,22:56:24.5,8,EN Lac,344.102083333,
1319,EN Lac,41.6256666667,enlac,na220009.fits,41:37:32.4,22:56:34.82,8,EN Lac,344.145083333,
1320,    EUVEnon,12.9651666667,tyc757-1608-1,uc040038.fits,+12:57:54.60,07:02:03.960,8,EUVE0702+129,105.5165,EUVE0702+129
1321,   EUVEnon,12.9651666667,tyc757-1608-1,tj130055.fits,+12:57:54.60,07:02:03.960,8,EUVEJ0702+129,105.5165,EUVEJ0702+129
1322,   EUVEnon,12.9651666667,tyc757-1608-1,uk120065.fits,+12:57:54.60,07:02:03.960,8,EUVEJ0702+129,105.5165,EUVEJ0702+129
1323,EW CMa,-26.3525,ewcma,ul090049.fits,-26:21:09.00,07:14:15.207,9,EW CMa,108.5633625,
1324,EW CMa,-26.3525,ewcma,ul110033.fits,-26:21:09.00,07:14:15.207,9,EW CMa,108.5633625,
1325,EW Lac,48.7229444444,ewlac,md140046.fits,48:43:22.6,22:57:08.3,8,EW Lac,344.284583333,
1326,EW Lac,48.6925,ewlac,mg150050.fits,48:41:33.0,22:57:15.5,8,EW Lac,344.314583333,
1327,EW Lac,48.6978888889,ewlac,mh020019.fits,48:41:52.4,22:57:17.6,8,EW Lac,344.323333333,
1328,EW Lac,48.6962777778,ewlac,mh040026.fits,48:41:46.6,22:57:20.9,8,EW Lac,344.337083333,
1329,EW Lac,48.6953333333,ewlac,mh110035.fits,48:41:43.2,22:57:23.3,8,EW Lac,344.347083333,
1330,EW Lac,48.694,ewlac,mh250025.fits,48:41:38.4,22:57:18.3,8,EW Lac,344.32625,
1331,EW Lac,48.6938888889,ewlac,mh250026.fits,48:41:38.0,22:57:18.9,8,EW Lac,344.32875,
1332,EW Lac,48.7009166667,ewlac,mi070014.fits,48:42:03.3,22:57:10.4,8,EW Lac,344.293333333,
1333,EW Lac,48.7006944444,ewlac,mi070015.fits,48:42:02.5,22:57:10.6,8,EW Lac,344.294166667,
1334,EW Lac,48.6986944444,ewlac,mi140021.fits,48:41:55.3,22:56:46.3,8,EW Lac,344.192916667,
1335,EW Lac,48.6868888889,ewlac,mi170022.fits,48:41:12.8,22:57:30.0,8,EW Lac,344.375,
1336,EW Lac,48.6857777778,ewlac,mi170023.fits,48:41:08.8,22:57:30.9,8,EW Lac,344.37875,
1337,EW Lac,48.6859444444,ewlac,mi170024.fits,48:41:09.4,22:57:31.1,8,EW Lac,344.379583333,
1338,EW Lac,48.6851944444,ewlac,mi180077.fits,48:41:06.7,22:57:44.9,8,EW Lac,344.437083333,
1339,EW Lac,48.6855277778,ewlac,mi180078.fits,48:41:07.9,22:57:45.1,8,EW Lac,344.437916667,
1340,EW Lac,48.678,ewlac,mi190018.fits,48:40:40.8,22:57:31.3,8,EW Lac,344.380416667,
1341,EW Lac,48.6780555556,ewlac,mi190019.fits,48:40:41.0,22:57:31.5,8,EW Lac,344.38125,
1342,EW Lac,48.7050277778,ewlac,mi270024.fits,48:42:18.1,22:57:26.9,8,EW Lac,344.362083333,
1343,EW Lac,48.7054166667,ewlac,mi270025.fits,48:42:19.5,22:57:27.0,8,EW Lac,344.3625,
1344,EW Lac,48.7068888889,ewlac,ml090031.fits,48:42:24.8,22:57:21.2,8,EW Lac,344.338333333,
1345,EW Lac,48.6892222222,ewlac,na230025.fits,48:41:21.2,22:57:38.8,8,EW Lac,344.411666667,
1346,EW Lac,48.68775,ewlac,ng300022.fits,48:41:15.9,22:57:15.9,8,EW Lac,344.31625,
1347,EW Lac,48.7031388889,ewlac,nh100012.fits,48:42:11.3,22:57:13.3,8,EW Lac,344.305416667,
1348,EW Lac,48.7031666667,ewlac,nh100013.fits,48:42:11.4,22:57:13.8,8,EW Lac,344.3075,
1349,EW Lac,48.6897777778,ewlac,ni150018.fits,48:41:23.2,22:57:16.3,8,EW Lac,344.317916667,
1350,EW Lac,48.6901111111,ewlac,ni150019.fits,48:41:24.4,22:57:16.3,8,EW Lac,344.317916667,
1351,EW Lac,48.6840555556,ewlac,sj070031.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1352,EW Lac,48.6840555556,ewlac,tc240040.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1353,EW Lac,48.6840555556,ewlac,te290045.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1354,EW Lac,48.6840555556,ewlac,tg200059.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1355,EW Lac,48.6840555556,ewlac,tj270022.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1356,EW Lac,48.6840555556,ewlac,uh170028.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1357,EW Lac,48.6840555556,ewlac,uk110037.fits,+48:41:02.60,22:57:04.500,8,EW Lac,344.26875,
1358,EWLac,48.69625,ewlac,mg140041.fits,48:41:46.5,22:57:14.0,8,EWLac,344.308333333,
1359,Eps Per,40.0444444444,epsper,mi260014.fits,40:02:40.0,3:58:00.5,5,Eps Per,59.5020833333,
1360,Eps Per,40.0438888889,epsper,mi260015.fits,40:02:38.0,3:58:00.5,5,Eps Per,59.5020833333,
1361,Eps Per,40.0186388889,epsper,mk130016.fits,40:01:07.1,3:57:53.6,5,Eps Per,59.4733333333,
1362,Eps Per,40.0182777778,epsper,mk130017.fits,40:01:05.8,3:57:53.5,5,Eps Per,59.4729166667,
1363,Eps Per,40.0034166667,epsper,nc210018.fits,40:00:12.3,3:58:28.7,5,Eps Per,59.6195833333,
1364,Eps Per,40.0418055556,epsper,nh310025.fits,40:02:30.5,3:58:01.6,5,Eps Per,59.5066666667,
1365,FBS0742+625,62.4296111111,fbs0742pl625,td240028.fits,+62:25:46.60,07:47:21.980,5,FBS0742+625,116.841583333,
